"LER 15-003-00 for LaSalle County Station, Unit 1, Regarding Secondary Containment Inoperable Due to Interlock Doors Open.",ML15110A204,2015-04-28,2015-04-20,730.69 Kb,6
"LER 15-002-00 for Oyster Creek, Unit 1, Regarding Reactor SCRAM Due to Digital Protective Relay System Lockout.",ML15196A036,2015-07-23,2015-07-06,731.7 Kb,4
"LER 15-001-00 for LaSalle County Station, Units 1 and 2, Regarding Secondary Containment Inoperable Due to Interlock Doors Open.",ML15041A830,2015-02-19,2015-02-10,735.43 Kb,6
"LER 15-001-00 for Shearon Harris Nuclear Power Plant, Unit 1, Regarding Safety Valve Setpoint Drift.",ML15131A566,2015-05-19,2015-05-11,739.17 Kb,5
"LER 15-003-00 for Browns Ferry, Unit 3, Regarding Traversing Incore Probe Operation Caused Inoperability of Primary Containment Isolation Valves for Longer Than Allowed by Technical Specifications.",ML15152A352,2015-06-09,2015-06-01,744.49 Kb,9
"LER 15-005-00 for Prairie Island, Unit 1, Regarding Possible Misapplication of C18.1, Engineered Safeguards Equipment Support Systems.",ML15313A480,2015-11-18,2015-11-09,748.29 Kb,6
"LER 15-002-00 for Browns Ferry Nuclear Plant, Unit 3, Regarding Switch Failure Rendered Automatic Startup of Some Emergency Core Cooling System Pumps Inoperable Longer Than Allowed by Technical Specifications.",ML15110A013,2015-04-28,2015-04-20,783.06 Kb,9
"LER 15-004-00 for Browns Ferry, Unit 1 Regarding Containment Atmospheric Dilution B Train Supply System Inoperable Longer Than Allowed by Technical Specifications.",ML15334A329,2015-12-08,2015-11-30,786.92 Kb,8
"LER 15-001-00 for Prairie Island Nuclear Generating Plant Unit 1, Regarding Containment Fan Coil Unit Leak.",ML15016A204,2015-01-27,2015-01-16,791.68 Kb,6
"LER 15-006-00 for Prairie Island, Unit 1, Regarding Quarterly Containment Spray Pump Surveillance Test Method.",ML15278A519,2015-10-14,2015-10-05,821.45 Kb,6
"LER 15-001-00 for Grand Gulf Nuclear Station, Unit 1, Regarding Automatic Actuation of the Reactor Protection System (RPS) Due to a Fault in the Protective Relaying Circuitry on the ""B"" Main Transformer.",ML15098A601,2015-04-16,2015-04-08,830.09 Kb,8
LER 14-003-02 for Oyster Creek Regarding Technical Specification Prohibited Condition Caused by Emergency Diesel Generator Inoperable for Greater than Allowed Outage Time.,ML15344A162,2015-12-18,2015-12-01,845.51 Kb,7
"LER 15-001-00 for Browns Ferry Nuclear Plant, Unit 3, Regarding High Pressure Coolant Injection and Reactor Core Isolation Cooling Inoperable Due To No Suction Source Aligned.",ML15114A289,2015-05-04,2015-04-13,860.37 Kb,10
"LER 15-003-00 for Fermi 2, Regarding Oscillation Power Range Monitor Upscale Reactor Scram during Single Loop Operation.",ML15127A176,2015-05-15,2015-05-05,861.21 Kb,5
"LER 14-002-01 for Prairie Island Nuclear Generating Plant, Unit 1, Regarding Emergency Diesel Generators Declared Inoperable Due to Not Meeting High Energy Line Break Requirements.",ML15030A360,2015-02-09,2015-01-30,881.51 Kb,6
"LER 15-004-00 for Shearon Harris, Unit 1, Regarding Failure of 'A' Train Emergency Service Water Pump.",ML15182A415,2015-07-10,2015-07-01,900.34 Kb,5
"LER 15-004-00 for Prairie Island, Unit 1, Regarding Manual Reactor Trip Due to Trip of Condensate and Main Feedwater Pump.",ML15205A104,2015-08-03,2015-07-23,915.89 Kb,6
"LER 15-002-00 for Fermi 2, Regarding Loss of both Divisions of the Residual Heat Removal Low Pressure Coolant Injection Functions due to 480 Volt Swing Bus Inoperable.",ML15127A175,2015-05-15,2015-05-07,952.97 Kb,5
"LER 15-004-00 for Callaway, Unit 1, Regarding Auxiliary Feedwater Control Valve Inoperable Due to Faulty Electronic Positioner Card.",ML15285A019,2015-10-21,2015-10-12,989.56 Kb,14
"LER 15-002-00 for Prairie Island Nuclear Generating Plant Unit 1, Regarding 14 Containment Fan Coil Unit (FCU) Leak (lower head).",ML15100A239,2015-04-20,2015-04-10,999.49 Kb,7
"LER 14-003-01 for Oyster Creek, Regarding Technical Specification Prohibited Condition Caused by Emergency Diesel Generator Inoperable for Greater than Allowed Outage Time.",ML15196A292,2015-07-23,2015-06-26,1.01 Mb,6
LER 15-001-00 for Prairie Island Unit 2 Regarding 21 Fan Coil Unit (FCU) Leak- Containment declared inoperable.,ML15125A159,2015-05-13,2015-05-04,1.01 Mb,7
"LER 14-006-00 for Browns Ferry Nuclear Plant, Unit 1, Regarding Main Steam Relief Valves' Lift Settings Outside Technical Specifications Required Setpoint.",ML15028A193,2015-02-05,2015-01-26,1.03 Mb,8
"LER 15-001-01 for Fermi 2, Regarding Secondary Containment Declared Inoperable after Loss of Reactor Building Ventilation from Freeze Protection Actuation.",ML15168A244,2015-06-25,2015-06-15,1.04 Mb,5
"LER 15-001-00 for Fermi 2, Regarding Secondary Containment Declared Inoperable after Loss of Reactor Building Ventilation from Freeze Protection Actuation.",ML15110A412,2015-04-28,2015-04-20,1.06 Mb,5
LER 15-001-00 for Columbia Generating Station re Non-Conservative Compensatory Measure for Flooding Barriers.,ML15120A642,2015-05-08,2015-04-30,1.06 Mb,4
"LER 13-014-02 for Fort Calhoun Station, Unit 1 Regarding Unqualified Components used in Safety System Control Circuit.",ML15029A717,2015-02-03,2015-01-29,1.06 Mb,4
LER 16-002-00 for Palisades Nuclear Plant Regarding Both Control Room Ventilation Filtration Trains Declared Inoperable.,ML16144A686,2016-06-01,2015-05-23,1.09 Mb,5
"LER 15-003-00 for Browns Ferry, Units 1, 2 and 3, Regarding Loss of Cooling to the Unit 1 and Unit 2 Shutdown Board Rooms Due To Fouled Chiller Coils.",ML15257A131,2015-09-22,2015-09-14,1.1 Mb,9
"LER 15-001-00 for Farley, Unit 1, Regarding Automatic Actuation of the Auxiliary Feedwater System When the 1B SGFP was Tripped.",ML15183A314,2015-07-13,2015-07-02,1.19 Mb,6
"LER 15-002-00 for Joseph M. Farley Nuclear Plant, Unit 1, Regarding Technical Specification Shutdown Due To Reactor Coolant Pump Trip.",ML15183A310,2015-07-13,2015-07-02,1.34 Mb,6
"LER 15-005-00 for Susquehanna Steam Electric Station, Unit 1, Regarding Loss of Secondary Containment Differential Pressure During Ventilation Damper Testing.",ML15176A819,2015-07-06,2015-06-25,1.57 Mb,3
"LER 015-001-00 for Susquehanna Regarding Inoperability of the ""B"" Emergency Diesel Generator due to Fuel Oil Leakage.",ML15118A636,2015-05-06,2015-04-28,1.59 Mb,3
LER 15-001-00 for Palisades Regarding Automatic Reactor Trip Results from a Turbine Trip Initiated from the Digital Electro-Hydraulic Control System.,ML15314A667,2015-11-19,2015-11-10,1.69 Mb,4
"LER 13-009-01 for Susquehanna, Unit 1, Regarding Reactor Protection System Electrical Protection Assembly Logic Card Underfrequency Trip Setpoints Out of Calibration.",ML15173A318,2015-06-30,2015-06-18,1.7 Mb,4
LER 15-002-00 for Fort Calhoun Station Regarding Inoperable Auxiliary Feedwater System Due to Inadequate Procedure Change.,ML15149A496,2015-06-08,2015-05-28,1.75 Mb,4
"LER 15-005-00 for Watts Bar, Unit 1, Regarding Failure to Enter Technical Specification 3.6.12, Ice Condenser Doors, Condition B and Perform Required Actions.",ML15320A298,2015-11-24,2015-11-16,1.85 Mb,7
"LER 15-007-00 for Susquehanna, Unit 2, Regarding Primary Containment Isolation Failure Due to Sticking/Sluggish Solenoid Valve.",ML15329A018,2015-12-04,2015-11-25,1.93 Mb,4
"LER 15-005-00 for Susquehanna, Unit 2, Regarding Condition Prohibited by Technical Specifications Due to Implementation of Enforcement Guidance Memorandum (EGM) 11-003.",ML15161A007,2015-06-18,2015-06-10,1.94 Mb,4
"LER 15-002-00 for Susquehanna Steam Electric Station Unit 2, Regarding Secondary Containment Inoperability Due To Failure to Meet Technical Specification Surveillance Requirement 3.6.4.1.1.",ML15131A468,2015-05-19,2015-05-11,2.07 Mb,4
"LER-15-001-00 for Watts Bar, Unit 1 - Regarding Manual Reactor Trip Initiated Due to Rapid Loss of Main Condenser Vacuum.",ML15112A724,2015-04-30,2015-04-22,2.08 Mb,7
"LER 15-004-00 for Joseph M. Farley Nuclear Plant, Unit 1, re Pressurizer Safety Valve Setpoint Pressure Outside of Technical Specification Tolerance Band.",ML15282A592,2015-10-20,2015-10-09,2.11 Mb,6
"LER 15-002-00 for Edwin I. Hatch Nuclear Plant, Unit 2, Regarding Performance of Operations with the Potential to Drain the Reactor Vessel (OPDRV) Without Secondary Containment.",ML15105A571,2015-04-23,2015-04-15,2.18 Mb,6
"LER 15-004-00 for H.B. Robinson, Unit 2, Regarding Refueling Water Storage Tank (RWST) Discharge Valve Failed to Close on Demand.",ML15238B617,2015-09-03,2015-08-26,2.21 Mb,5
LER 14-003-00 for Joseph M. Farley Nuclear Plant - Unit 2 Regarding Reactor Protection System Actuation due to Invalid Digital Rod Position Indication Signal.,ML15014A188,2015-01-23,2015-01-13,2.23 Mb,6
"LER 15-002-00 for Susquehanna Steam Electric Station Unit 1, Regarding Secondary Containment Inoperability Due to Failure to Meet Technical Specification Surveillance Requirement 3.6.4.1.1.",ML15161A482,2015-06-18,2015-06-10,2.26 Mb,5
"LER 15-003-00 for Susquehanna, Unit 1, Regarding Secondary Containment Inoperability Due to Failure to Meet Technical Specification Surveillance Requirement 3.6.4.1.1.",ML15173A295,2015-06-30,2015-06-22,2.26 Mb,4
"LER 15-004-00 for Susquehanna Steam Electric Station Unit 1, Regarding Secondary Containment Inoperable due to Secondary Containment Boundary Door Found Ajar.",ML15176A847,2015-07-06,2015-06-25,2.27 Mb,4
"LER 14-011-00 for Susquehanna Steam Electric Station, Unit 1, Regarding Degraded Condition Due to Reactor Coolant Pressure Boundary Leakage Caused by an Inadequate Weld.",ML15042A469,2015-02-20,2015-02-11,2.31 Mb,5
"LER 15-001-00 for Fort Calhoun, Unit 1 Regarding Inadequate Design of High Energy Line Break Barriers.",ML15086A562,2015-04-06,2015-03-27,2.35 Mb,4
"LER 15-002-01 for H.B. Robinson, Unit 2, Regarding Pressurizer Power Operated Relief Valve (PORV) Limit Switches' Qualified Life Exceeded Due to Miscalculation.",ML15316A698,2015-11-20,2015-11-12,2.39 Mb,5
"LER 14-006-00 for Callaway Plant, Unit 1, Regarding Main Generator Excitation Transformer Faulted to Ground, Causing Turbine and Reactor Trip.",ML15033A215,2015-02-10,2015-02-02,2.52 Mb,7
"LER 15-006-00 for Susquehanna, Unit 1, Regarding Loss of Safety Function due to Inoperability of Both Trains of the Standby Gas Treatment System and a Loss of Safety Function of the Control Room Emergency Outside Air Supply System due to Air Flow...",ML15334A115,2015-12-08,2015-11-25,2.56 Mb,5
"LER 15-006-00 for Susquehanna, Unit 2, Regarding Secondary Containment Declared Inoperable Due to Secondary Containment Boundary Door 104-R Breached.",ML15265A335,2015-09-30,2015-09-18,2.59 Mb,5
"LER 15-004-00 for Susquehanna, Unit 2, Regarding Degraded Condition Due to Reactor Coolant Pressure Boundary Leakage Caused by Vibration and Stiff Pipe Connection.",ML15161A008,2015-06-18,2015-06-10,2.6 Mb,5
"LER 15-006-00 for Watts Bar, Unit 1, Regarding Source Range Level Trip Channels (N-31 and N-32) Inoperable During Plant Startup.",ML15355A525,2015-12-30,2015-12-21,2.64 Mb,10
LER 15-008-00 for Susquehanna Regarding Unit 1'A' Reactor Protection System Electrical Protection Assembly Breaker Underfrequency Trip Setpoint Out of Technical Specification 3.3.8.2.2 Surveillance Allowable Value for Longer than Allowed by Technical..,ML15349A813,2015-12-23,2015-12-15,2.67 Mb,5
"LER 15-007-00 for Fermi 2, Regarding Operation With the Potential to Drain the Reactor Vessel With Secondary Containment Inoperable.",ML15328A425,2015-12-03,2015-11-24,2.76 Mb,5
"LER 15-001-00 for Susquehanna Steam Electric Station, Unit 2 Regarding Condition Prohibited by Technical Specifications Due to Drift of Reactor Pressure Steam Dome - Low Switches.",ML15078A301,2015-03-27,2015-03-19,2.76 Mb,6
"LER 15-003-00 for Palo Verde, Unit 3, Regarding Damaged High Pressure Safety Injection Pump Motor Journal Bearing.",ML15212A901,2015-08-10,2015-07-29,2.79 Mb,8
LER 15-005-00 for Fermi 2 Regarding Secondary Containment Declared Inoperable Due to RBHVAC Damper Malfunction.,ML15285A003,2015-10-21,2015-10-09,2.98 Mb,6
LER 14-004-01 for Fort Calhoun Station Regarding Unqualified Limit Switches Render Safety Equipment Inoperable.,ML15021A548,2015-01-29,2015-01-21,3.08 Mb,5
"LER 15-003-00 for Susquehanna, Unit 2, Regarding Automatic Reactor Scram Caused by Main Turbine Trip Due to Loss of Main Condenser Vacuum.",ML15160A013,2015-06-17,2015-06-08,3.22 Mb,6
"LER 15-004-00 for Hatch, Unit 2, Regarding Safety Relief Valves As Found Settings Resulted in Not Meeting Tech Spec Surveillance Criteria.",ML15191A266,2015-07-20,2015-07-10,3.55 Mb,8
"LER 15-001-00 for Diablo Canyon Power Plant, Unit 1, Regarding Both Trains of Residual Heat Removal Inoperable Due to Circumferential Crack on a Socket Weld.",ML15061A548,2015-03-10,2015-03-02,3.56 Mb,5
"Supplemental LER 2-13-004-01 for Diablo Canyon, Unit 2 Regarding Technical Specification 3.8.1 Not Met Due to Failed Wire Lug on Emergency Diesel Generator 2-3.",ML15089A596,2015-04-07,2015-03-30,3.76 Mb,5
"LER 15-006-00 for Fort Calhoun, Unit 1 Regarding Unanalyzed Fire Vulnerability Due to Inadequate Design.",ML15345A278,2015-12-15,2015-12-11,3.83 Mb,6
"Supplemental Licensee Event Report 1-2014-004-01 for Diablo Canyon, Units 1 and 2 Regarding Actuation of Six Emergency Diesel Generators due to Loss of Offsite Power.",ML15089A597,2015-04-07,2015-03-30,3.88 Mb,5
"LER 15-006-00 for Fermi 2, Regarding Reactor Scram Due to Loss of Turbine Building Closed Cooling Water.",ML15309A422,2015-11-16,2015-11-05,4.04 Mb,7
LER 14-005-00 for Callaway Plant Unit 1 Regarding All ECCS Accumulator Isolation Valve Operator Breakers Closed in Mode 3 With RCS Pressure Greater Than 1000 PSIG.,ML15016A326,2015-01-27,2015-01-16,4.04 Mb,9
"LER 15-002-00 for Diablo Canyon, Unit 1, Regarding Environmental Qualification of Wide Range Resistance Temperature Detectors Wiring Exceeded.",ML15337A555,2015-12-11,2015-12-03,4.22 Mb,6
"LER 14-003-02 for Diablo Canyon Power Plant, Unit 1, Regarding Unanalyzed Condition Affecting Emergency Diesel Generators, Tornado Missiles.",ML15033A484,2015-02-10,2015-02-02,4.43 Mb,6
LER 2014-005-001 for Callaway Unit 1 Regarding All ECCS Accumulator Isolation Valve Operator Breakers Closed in Mode 3 with RCS Pressure Greater Than 1000 PSIG.,ML15218A552,2015-08-14,2015-08-06,4.62 Mb,10
"LER 15-003-00 for H.B. Robinson Steam Electric Plant, Unit 2, Regarding Failed Surveillance on Station Battery Charger A-1.",ML15161A240,2015-06-18,2015-06-09,4.76 Mb,5
"LER 14-002-01 for Diablo Canyon, Regarding Unit 2 Plant Shutdown Required by Technical Specifications.",ML15127A632,2015-05-15,2015-05-07,4.8 Mb,6
"LER 15-001-00 for Callaway, Unit 1, Regarding Completion of a Shutdown Required by the Technical Specifications - TS 3.4.13.",ML15260B362,2015-09-25,2015-09-17,4.82 Mb,8
LER 2014-003-02 for Callaway Unit 1 Regarding Inverter NN11 Inadvertently Transferred to its Alternate AC Source.,ML15218A567,2015-08-14,2015-08-06,4.98 Mb,11
"LER 15-004-00 for River Bend, Unit 1, Regarding Potential Loss of Safety Function of Onsite AC/DC Distribution Systems Due to Postulated Main Control Building Heat-up Following Loss of Ventilation Cooling System.",ML15212A116,2015-08-10,2015-07-15,5.14 Mb,5
"LER 15-001-00 for H.B. Robinson, Unit 2 Regarding Reactor Protection and DC Electrical System Inoperability Due to Inadvertant Parallel Connection of Safety Trains.",ML15089A278,2015-04-07,2015-03-30,6.5 Mb,6
"LER 15-001-00 for Browns Ferry Nuclear Plant, Unit 2, Regarding Failure of the 2A RHR Pump To Manually Start from the Control Room Due To A Loose Fastener.",ML15229A273,2015-08-25,2015-08-17,6.55 Mb,10
"LER 15-005-00 for Fort Calhoun, Unit 1, Regarding Reactor Coolant Leak at Reactor Coolant Pump Seal Due to Cyclic Fatigue.",ML15260B357,2015-09-25,2015-09-17,6.79 Mb,4
"LER 15-005-00 for Browns Ferry, Unit 3, Regarding Automatic Actuation of 30 Diesel Generator Due to 4kV Shutdown Board Trip During Testing.",ML15292A542,2015-10-27,2015-10-19,6.89 Mb,8
"LER 15-002-00 for Browns Ferry, Unit 1, Regarding High Pressure Coolant Injection System Inoperable Due to Slow Containment Isolation Valve Closing Time.",ML15264B129,2015-09-29,2015-09-21,7.5 Mb,8
LER 15-004-00 for Columbia Regarding an Unplanned Loss of 4.16KV Bus 7 Switchgear.,ML15202A067,2015-07-29,2015-07-20,7.82 Mb,5
"LER 15-004-00 for Browns Ferry, Unit 3, Regarding High Pressure Coolant Injection System Inoperable Due to Failed Pressure Switch.",ML15194A115,2015-07-21,2015-07-13,8.48 Mb,9
LER 15-004-00 for Fort Calhoun Station Regarding Inoperability of Auxiliary Feedwater Trains due to Failure of Steam Generator Isolation Valve.,ML15215A726,2015-08-11,2015-08-03,8.82 Mb,5
"LER 15-005-00 for Browns Ferry, Unit 1, Regarding Inboard Main Steam Isolation Valve Actuators Inoperable for Longer Than Allowed By Technical Specifications.",ML15362A563,2016-01-06,2015-12-28,8.99 Mb,8
"LER-15-002-00 for Watts Bar, Unit 1, Regarding Unanalyzed Condition Related to Spurious Opening of a Pressurizer Power Operated Relief Valve During a Postulated Appendix R Fire.",ML15132A174,2015-06-17,2015-05-12,9.54 Mb,7
"LER 15-001-00 for Browns Ferry Units 1, 2 and 3, Regarding ""D"" Emergency Diesel Generator Inoperable Due to Mispositioned Switch.",ML15112A417,2015-04-30,2015-04-22,10.97 Mb,9
"LER 16-001-00 for Point Beach, Unit 1, Regarding Degraded Condition.",ML16133A170,2016-05-20,2016-05-12,95.11 Kb,3
"LER 16-009-00 for Sequoyah, Unit 1, Regarding Manual Reactor Trip During Startup Due to a Control Rod Misalignment.",ML17058A431,2017-03-07,2017-02-27,102.61 Kb,6
"LER 16-003-00 for Point Beach, Unit 1, Regarding Operation or Condition Prohibited by Technical Specifications.",ML16153A159,2016-06-09,2016-06-01,111.11 Kb,4
"LER 16-002-00 for Point Beach, Unit 1, Regarding Operation or Condition Prohibited by Technical Specifications.",ML16152A094,2016-06-08,2016-05-31,111.87 Kb,4
"LER 15-006-00 for Waterford, Unit 3, Regarding Retraction of Void Discovered in Low Pressure Safety Injection System Piping.",ML16144A214,2016-06-01,2016-05-19,112.18 Kb,2
"LER 16-002-00 for Arkansas Nuclear One, Unit 1, Regarding Tornado Missile Vulnerability Resulting in Condition Prohibited By Technical Specifications.",ML16224A767,2016-08-19,2016-08-11,146.16 Kb,9
"LER 16-001-00 for H.B. Robinson, Unit 2, Regarding Inoperability of Motor-Driven Auxiliary Feedwater Pumps Due to Insufficient Lube Oil Cooling.",ML16081A436,2016-03-29,2016-03-21,152.37 Kb,7
Donald C. Cook Nuclear Plant Unit 2 - A Loss of Main Condenser Event Occurred Due to a Storm-Induced Debris Damage of the Circulating Water System Pumps in the Forebay (LER-316-2014-003-00).,ML16193A390,2016-07-18,2016-07-15,158.06 Kb,9
"LER 15-008-00 for Limerick, Unit 2, Regarding Valid Automatic Actuation of the Reactor Protection System.",ML16048A199,2016-02-25,2016-02-17,159.6 Kb,5
"LER 16-001-00 for Limerick, Unit 1, Regarding Condition That Could Have Prevented Fulfillment of the Reactor Enclosure Secondary Containment Integrity Safety Function.",ML16083A231,2016-03-28,2016-03-23,159.91 Kb,5
"LER 16-002-00 for Limerick, Unit 1 & 2, Regarding Condition Prohibited by Technical Specifications Due to Inoperable Safeguard Batteries During Cell Replacements.",ML16102A035,2016-04-13,2016-04-11,160.42 Kb,5
"LER 16-003-00 for River Bend, Unit 1, Regarding Operations Prohibited by Technical Specifications Due to Reactor Control Rod Drift During Core Alterations.",ML16098A312,2016-04-15,2016-03-17,167.37 Kb,4
"LER 15-007-00 for Limerick, Unit 2, Regarding Condition Prohibited by Technical Specifications Due to an Inoperable Reactor Coolant Leak Detection System.",ML16039A125,2016-02-17,2016-02-08,168.25 Kb,6
"LER 16-002-00 for River Bend, Unit 1, Regarding Automatic Reactor Scram and Division 2 Primary Containment Isolation Due to Offsite Grid Electrical Transient.",ML16084A143,2016-04-01,2016-03-07,179.24 Kb,5
"LER 16-001-00 for River Bend, Unit 1, Regarding Potential Loss of Secondary Containment Safety Function Due to Failure of Auxiliary Building Ventilation System.",ML16084A144,2016-04-01,2016-03-07,183.04 Kb,5
"LER 16-003-00 for Oyster Creek, Unit 1, Regarding Manual SCRAM Inserted due to Leakage from the 'D' Reactor Recirculation Pump Seal.",ML16187A322,2016-07-13,2016-06-29,183.55 Kb,4
LER 15-005-02 for Dresden Regarding Unit 2 HPCI Motor Gear Unit Would Not Return to Full Flow During Testing.,ML16095A210,2016-04-12,2016-03-31,184.44 Kb,4
LER 15-007-00 for Monticello Regarding Loss of Residual Heat Removal Capability.,ML16022A223,2016-02-01,2016-01-21,187.14 Kb,4
"LER 16-004-00 for Arkansas Nuclear One, Unit 1, Regarding Decay Heat Removal System Socket Weld Leak Due to a Vibration-Induced Fatigue Crack.",ML16334A418,2016-12-07,2016-11-29,187.79 Kb,6
"LER 16-001-00 for Dresden Nuclear Power Station, Unit 2 and 3 Regarding Secondary Containment Differential Pressure Transient.",ML16104A031,2016-04-21,2016-04-08,188.86 Kb,4
"LER 16-002-00 for Waterford, Unit 3, Regarding Both Trains of Essential Services Chilled Water Inoperable Due to Failing to Maintain Exiting Chilled Water Temperature in Specification Resulting in Event or Condition That Could Have Prevented....",ML16285A502,2016-10-19,2016-10-11,189.29 Kb,7
"LER 16-004-00 for River Bend, Unit 1, Regarding Actuation of the Division 1 Emergency Diesel Generator and Primary Containment Isolation Logic Due to Partial Loss of Offsite Power.",ML16097A416,2016-04-14,2016-03-29,189.75 Kb,5
"LER 16-003-00 for North Anna, Unit 1, Regarding Engineered Safety Feature Actuation Due to Loss of Power to ""A"" Reserve Station Service Transformer.",ML16175A424,2016-07-01,2016-06-16,189.82 Kb,4
"LER 16-003-00 for Dresden Nuclear Power Station, Unit 2, Regarding Control Room Emergency Ventilation System Charcoal Filter Bank Failure to Meet the Methyl Iodide Penetration Acceptance Criteria.",ML16327A067,2016-12-01,2016-11-18,192.31 Kb,4
LER 16-002-00 for Duane Arnold Energy Center Regarding Unplanned RCIC Inoperability Results in Safety Functional Failure.,ML16342C568,2016-12-15,2016-12-06,194.14 Kb,5
"LER 16-004-00 for Dresden Nuclear Power Station, Unit 2, Regarding Reactor Building Differential Pressure Less than Technical Specification Requirement.",ML17010A281,2017-01-19,2017-01-09,195.2 Kb,4
"LER 16-010-00 for Clinton Power Station, Unit 1 Regarding Failure to Complete Technical Specification Required Actions within the Completion Time Resulted in a Condition Prohibited by Technical Specifications.",ML16351A199,2016-12-28,2016-12-13,195.96 Kb,4
"LER 16-005-00 for Cooper Nuclear Station Regarding Implementation of Enforcement Guidance Memorandum 11-003, Revision 3, Causes Conditions Prohibited by Technical Specifications.",ML16350A102,2016-12-23,2016-11-22,198.41 Kb,4
"LER 16-002-00 for Virgil C. Summer, Unit 1, Regarding Pressurizer Heater Inoperable Longer Than Technical Specification Limiting Condition for Operation 3.4.3.",ML16256A786,2016-09-20,2016-09-08,198.42 Kb,4
"LER 16-001-00 for Millstone Power Station Unit 3, Regarding Automatic Reactor Trip on Reactor Coolant System Low Flow Due to Loss of 'B' Reactor Coolant Pump.",ML16082A268,2016-03-30,2016-03-16,199 Kb,6
"LER 16-002-01 for Waterford, Unit 3, Regarding Both Trains of Essential Services Chilled Water Inoperable Due to Failing to Maintain Exiting Chilled Water Temperature in Specification Resulting in Event or Condition That Could Have Prevented....",ML16335A417,2016-12-08,2016-11-30,199.21 Kb,7
LER 16-004-00 for Millstone Power Station Unit 3 RE: Manual Reactor Trip Due to Low Hydrogen Gas Pressure In Main Generator.,ML16208A057,2016-08-03,2016-07-13,200.05 Kb,6
"LER 16-001-00 for Donald C. Cook Nuclear Plant, Unit 2 Regarding Manual Reactor Trip Due To Moisture Separator Heater Expansion Joint Failure.",ML16246A005,2016-09-13,2016-08-31,200.93 Kb,6
"LER 16-002-00 for Donald C. Cook Nuclear Plant, Unit 1, Regarding Rod Position Indication Inoperable Longer Than Allowed by Technical Specifications.",ML16256A785,2016-09-20,2016-09-09,201.24 Kb,6
LER 14-003-01 for Monticello Nuclear Generating Plant RE: Torus to Drywell Vacuum Breaker Dual Indication During Testing.,ML16196A226,2016-07-22,2016-07-13,201.71 Kb,4
LER 16-002-00 for Seabrook Station Regarding Emergency Feedwater System Actuation on Steam Generator Low-Low Level.,ML16123A117,2016-05-10,2016-04-26,202.16 Kb,5
LER 16-S01-00 for Oyster Creek Nuclear Generating Station Regarding Special Nuclear Material Discovered Outside of Material Access Area.,ML16342C557,2016-12-21,2016-12-05,202.97 Kb,4
LER 14-002-01 for Monticello Regarding Torus to Drywell Vacuum Breaker Did Not Indicate Closed During Testing.,ML16196A220,2016-07-22,2016-07-13,203.01 Kb,4
LER 16-003-00 for Duane Arnold Energy Center Regarding Main Steam Isolation Valve Leakage Exceeded Technical Specification Limit.,ML16342C569,2016-12-15,2016-12-06,203.86 Kb,5
"LER 16-004-00 for Salem, Unit 2, Regarding Auxiliary Feedwater Pump Auto Start.",ML16109A098,2016-04-26,2016-04-18,204.07 Kb,6
"LER 16-008-00 for Clinton Power Station, Unit 1, Regarding Implementation of Enforcement Guidance Memorandum (EGM) 11-003, Revision 3.",ML16201A233,2016-07-27,2016-07-15,204.33 Kb,5
"LER 15-003-01 for Nine Mile Point, Unit 2, Regarding Primary Containment Isolation Function For Some Valves Not Maintained During Surveillance Testing.",ML16102A278,2016-04-19,2016-03-31,205.75 Kb,6
"LER 16-006-00 for Pilgrim Nuclear Power Station RE: ""C"" Main Steam Isolation Valve Inoperable.",ML16298A390,2016-11-01,2016-10-13,205.93 Kb,7
"LER 15-003-01 for Salem, Unit 2, Regarding Both Trains of High Head Safety Injection Inoperable Due to a Relief Valve Failure.",ML16050A457,2016-02-29,2016-02-19,206.42 Kb,5
"LER 15-004-01 for Clinton Power Station, Unit 1 Regardomg Trip of Emergency Reserve Auxiliary Transformer Static VAR Compensator Causes Positive Secondary Containment Pressure Following Lightning Strike on 138 kV Offsite Source.",ML16238A479,2016-09-02,2016-08-22,209.09 Kb,4
LER 17-001-00 for Three Mile Island Unit 1 Regarding Low Temperature Over-Pressurization (LTOP) Technical Specification Requirements Were Not Met.,ML17034A372,2017-02-13,2017-02-03,209.3 Kb,4
"LER 16-001-00 for Turkey Point, Unit 3 Regarding Loose Breaker Control Power Fuse Caused the 3B Emergency Containment Cooler to be Inoperable Longer Than Allowed.",ML16109A155,2016-04-26,2016-04-07,209.88 Kb,4
LER 16-003-00 for St. Lucie Unit 1 Regarding Generator Lockout Relay Actuation During Power Ascension Results in Reactor Trip.,ML16302A061,2016-11-07,2016-10-20,210.12 Kb,4
LER 2016-009-00 for Pilgrim Nuclear Power Station Regarding HPCI Declared Inoperable Due to Failure of IST Surveillance Test.,ML17017A207,2017-01-25,2017-01-05,210.4 Kb,7
"LER 16-002-00 for Salem, Unit 2, Regarding Automatic Reactor Trip Due to Main Turbine Trip.",ML16095A312,2016-04-12,2016-04-04,211.48 Kb,6
LER 16-001-00 for Millstone Power Station Unit 2 RE: Turbine Driven Auxiliary Feedwater Pump Room HELB Door Left Open.,ML16187A324,2016-07-13,2016-06-27,211.57 Kb,6
LER 16-001-00 for Seabrook Station Regarding Automatic Reactor Trip Due to Turbine Trip.,ML16123A118,2016-05-10,2016-04-26,212.46 Kb,5
